image_url,artist,title,top_year,class
https://cdnimg.melon.co.kr/cm/album/images/000/08/862/8862_500.jpg/melon/resize/48/quality/80/optimize,전영,모두가 천사라면,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/401/310401_500.jpg/melon/resize/48/quality/80/optimize,김수희,못잊겠어요,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/007/13/555/713555_500.jpg/melon/resize/48/quality/80/optimize,한규철,한규철 - 페이지 이동,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/590/4590_500.jpg/melon/resize/48/quality/80/optimize,이은하,바람에 구름 가듯,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/020/38/967/2038967_500.jpg/melon/resize/48/quality/80/optimize,정수라,바람이었나,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/09/764/309764_500.jpg/melon/resize/48/quality/80/optimize,이명훈,이명훈 - 페이지 이동,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/022/56/656/2256656_500.jpg/melon/resize/48/quality/80/optimize,민해경,변명,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/023/4023_500.jpg/melon/resize/48/quality/80/optimize,이혜민(배따라기),비와 찻잔 사이,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/31/028/31028_500.jpg/melon/resize/48/quality/80/optimize,나훈아,사랑,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/08/236/8236_500.jpg/melon/resize/48/quality/80/optimize,해오라기,사랑은 받는것이 아니라면서,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/56/818/356818_500.jpg/melon/resize/48/quality/80/optimize,이태원,솔개,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/05/085/5085_500.jpg/melon/resize/48/quality/80/optimize,현철,앉으나 서나 당신 생각,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/03/994/3994_500.jpg/melon/resize/48/quality/80/optimize,방미,올 가을엔 사랑할거야,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/08/721/8721_500.jpg/melon/resize/48/quality/80/optimize,우순실,잃어버린 우산,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/08/721/8721_500.jpg/melon/resize/48/quality/80/optimize,조정희,참새와 허수아비,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/144/4144_500.jpg/melon/resize/48/quality/80/optimize,송창식,푸르른 날,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/115/4115_500.jpg/melon/resize/48/quality/80/optimize,송골매,한줄기 빛,1983,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/201/310201_500.jpg/melon/resize/48/quality/80/optimize,김수철,내일,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/392/310392_500.jpg/melon/resize/48/quality/80/optimize,최혜영,그것은 인생,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/403/310403_500.jpg/melon/resize/48/quality/80/optimize,김수희,잃어버린 정,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/00/117/117_500.jpg/melon/resize/48/quality/80/optimize,신형원,유리벽,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/515/4515_500.jpg/melon/resize/48/quality/80/optimize,이선희,J에게,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/848/4848_500.jpg/melon/resize/48/quality/80/optimize,조용필,눈물의 파티,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/009/78/281/978281_500.jpg/melon/resize/48/quality/80/optimize,이동기,이동기 - 페이지 이동,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/597/310597_500.jpg/melon/resize/48/quality/80/optimize,강승모,눈물의 재회,1984,kpop
